☆港澳台频道☆,#genre#
CCTV1,https://cctvcnch5ca.v.wscdns.com/live/cctv1_2/index.m3u8?contentid=2820180516001#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000210103.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000210103.m3u8#http://119.167.204.72/tlivecloud-cdn.ysp.cctv.cn/001/2000210103.m3u8#http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn/000000001000/5000000010000030810/index.m3u8?channel-id=bestzb&Contentid=5000000010000030810&livemode=1&stbId=004003FF0020925379008422F151665C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=5000000010000030810&owchid=bestzb&owsid=4493204831455166715&AuthInfo=cjcdlBWDTYYoYtO46RRUwsYRcjcWQVqy4ItUwCSE6Ep6GNpZ%2bE47AWi696WsOzmj03B6YdXlnCO%2fv10UuMElRmR3DSSroDBBiXOoLcO5%2b55ijGc06cd3bkZ3LN9pGE%2bm#http://ivi.bupt.edu.cn/hls/cctv1hd.m3u8#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&playtoken=ABCDEFGHIGK&programid=4200000195.m3u8#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&playtoken=ABCDEFGHIGK&programid=4200000253.m3u8#http://cdn-in.iqy.sc96655.com/tslive/c211_scc_20190617_t0x01q5a_original_r10/c211_scc_20190617_t0x01q5a_original_r10.m3u8#http://gslbserv.itv.cmvideo.cn:80/000000001000/reallive-hdcctv1/1.m3u8?channel-id=ystenlive&Contentid=reallive-hdcctv1&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=reallive-hdcctv1&owchid=ystenlive&owsid=7951969344461655967#http://cctvcnch5ca.v.wscdns.com/live/cctv1_2/10793.m3u8#http://121.31.30.91:8081/ysten-business/live/hdcctv01/1.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000204603.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000204603.m3u8#P2p://sdgdklwos.finetv.tv:9906/59fd09e2000d0343023b196a477c58c6
CCTV2,https://cctvcnch5ca.v.wscdns.com/live/cctv2_2/index.m3u8?contentid=2820180516001#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000203603.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000203603.m3u8#http://119.167.204.72/tlivecloud-cdn.ysp.cctv.cn/001/2000203603.m3u8#http://ivi.bupt.edu.cn/hls/cctv2.m3u8#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&playtoken=ABCDEFGHIGK&programid=4200000196.m3u8#http://cdn-in.iqy.sc96655.com/tslive/c212_scc_20190617_y2vstiy0_original_r10/c212_scc_20190617_y2vstiy0_original_r10.m3u8#http://gslbserv.itv.cmvideo.cn:80/000000001000/5353323539453949720/1.m3u8?channel-id=ystenlive&Contentid=5353323539453949720&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=5353323539453949720&owchid=ystenlive&owsid=7951969344460973865#http://cctvcnch5ca.v.wscdns.com/live/cctv2_2/10793.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-2/1.m3u8#P2p://sdgdklwos.finetv.tv:9906/5acb88760003a9b52c17c2d1626016c9
CCTV3,https://cctvalih5ca.v.myalicdn.com/live/cctv3_2/index.m3u8?contentid=2820180516001#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000203803.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000203803.m3u8#http://119.167.204.72/tlivecloud-cdn.ysp.cctv.cn/001/2000203803.m3u8#http://ivi.bupt.edu.cn/hls/cctv3hd.m3u8#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&playtoken=ABCDEFGHIGK&programid=4200000197.m3u8#http://cdn-in.iqy.sc96655.com/tslive/c213_scc_20190618_0apbps2b_original_r10/c213_scc_20190618_0apbps2b_original_r10.m3u8#http://gslbserv.itv.cmvideo.cn:80/000000001000/8378175926191110263/1.m3u8?channel-id=ystenlive&Contentid=8378175926191110263&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8378175926191110263&owchid=ystenlive&owsid=7951969344460961673#http://cctvcnch5ca.v.wscdns.com/live/cctv3_2/10793.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-3/1.m3u8#P2p://sdgdklwos.finetv.tv:9906/59fd112c000823dd025791324b44268b
CCTV4,https://cctvksh5ca.v.kcdnvip.com/clive/cctv4_2/index.m3u8?contentid=2820180516001#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000204803.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000204803.m3u8#http://119.167.204.72/tlivecloud-cdn.ysp.cctv.cn/001/2000204803.m3u8#http://ivi.bupt.edu.cn/hls/cctv4hd.m3u8#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&playtoken=ABCDEFGHIGK&programid=4200000202.m3u8#http://cdn-in.iqy.sc96655.com/tslive/c214_scc_20190618_horpaeho_original_r10/c214_scc_20190618_horpaeho_original_r10.m3u8#http://gslbserv.itv.cmvideo.cn:80/000000001000/8183388942203045169/1.m3u8?channel-id=ystenlive&Contentid=8183388942203045169&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8183388942203045169&owchid=ystenlive&owsid=7951969344460948099#http://cctvcnch5ca.v.wscdns.com/live/cctv4_2/10793.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-4/1.m3u8#P2p://sdgdklwos.finetv.tv:9906/59fd110e000aa9ea02571cae6b244f21
CCTV4欧洲,https://cctvcnch5ca.v.wscdns.com/live/cctveurope_2/index.m3u8?contentid=2820180516001#https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctveurope_2/index.m3u8
CCTV4美洲,https://cctvbsh5ca.v.live.baishancdnx.cn/live/cctvamerica_2/index.m3u8?contentid=2820180516001#https://cctvcnch5ca.v.wscdns.com/live/cctvamerica_2/index.m3u8
CCTV5,https://cctv5cnch5ca.v.wscdns.com/live/cctv5_2/index.m3u8?contentid=2820180516001#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000205103.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000205103.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-5/1.m3u8#http://119.167.204.72/tlivecloud-cdn.ysp.cctv.cn/001/2000205103.m3u8#http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn/000000001000/5922040007130019836/index.m3u8?channel-id=bestzb&Contentid=5922040007130019836&livemode=1&stbId=004003FF0097495663008422F154756C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=5922040007130019836&owchid=bestzb&owsid=4493204831454898328&AuthInfo=JTsQWGUKkYoHA3r5%2bkXSPuQaMGlkWO6F3ymwmvvczdEnJ7d0nBpY4SKNzz%2bDER9RtAmezz%2bxJYyCm2yZLH5njrC0RS2vVaRxLbhsLrwqpWU3PaOTS%2bq7kGToR8VkHaBa#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&playtoken=ABCDEFGHIGK&programid=4200000198.m3u8#http://gslbserv.itv.cmvideo.cn:80/000000001000/reallive-cctv5/1.m3u8?channel-id=ystenlive&Contentid=reallive-cctv5&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=reallive-cctv5&owchid=ystenlive&owsid=7951969344460933131#http://newvideo.dangtutv.cn:8278/CCTVsports/playlist.m3u8#http://cdn-in.iqy.sc96655.com/tslive/c211_scc_20190618_g0ecxw42_original_r10/c211_scc_20190618_g0ecxw42_original_r10.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-5/1.m3u8#P2p://sdgdklwos.finetv.tv:9906/59fd114e000782de025815e36e2e46ba#P2p://sdgdklwos.finetv.tv:9906/5af176e70006bbf71fc35a4852be1e1b
CCTV5+,https://cctv5cnch5ca.v.wscdns.com/live/cctv5plus_2/index.m3u8?contentid=2820180516001#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000204503.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000204503.m3u8#http://119.167.204.72/tlivecloud-cdn.ysp.cctv.cn/001/2000204503.m3u8#http://121.31.30.91:8081/ysten-business/live/hdcctv05plus/1.m3u8#http://ivi.bupt.edu.cn/hls/cctv5phd.m3u8#http://gslbserv.itv.cmvideo.cn:80/000000001000/reallive-cctv5plus/1.m3u8?channel-id=ystenlive&Contentid=reallive-cctv5plus&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=reallive-cctv5plus&owchid=ystenlive&owsid=7951969344461198178#http://cdn-in.iqy.sc96655.com/tslive/c213_scc_20190618_4jwk1euz_original_r10/c213_scc_20190618_4jwk1euz_original_r10.m3u8#http://121.31.30.91:8081/ysten-business/live/hdcctv05plus/1.m3u8#http://cdn-in.iqy.sc96655.com/tslive/c213_scc_20190618_4jwk1euz_original_r10/c213_scc_20190618_4jwk1euz_original_r10.m3u8&#P2p://sdgdklwos.finetv.tv:9906/59fd0ed6000b1055024e720d617b57a7
CCTV6,https://cctvalih5ca.v.myalicdn.com/live/cctv6_2/index.m3u8?contentid=2820180516001#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000203303.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000203303.m3u8#http://119.167.204.72/tlivecloud-cdn.ysp.cctv.cn/001/2000203303.m3u8#http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn/000000001000/5919402815101985320/index.m3u8?channel-id=bestzb&Contentid=5919402815101985320&livemode=1&stbId=004003FF0095627489008422F157709C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=5919402815101985320&owchid=bestzb&owsid=4493204831454948501&AuthInfo=23lkxlHL7LQLd8R0Px2puYxgueDk8AH4pLB%2b911Vd8fTQLv2EzkFPm5B3N8jYPV%2fm4EEJcMk6wVUf8SCm8eW3k%2f8y%2bOg%2fDib8c6KA998vruZotfjzDf%2bSxqkRvqrFMfA#http://39.135.34.151:18890/000000001000/1000000001000016466/1.m3u8?channel-id=ystenlive&Contentid=1000000001000016466&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000001000016466&owchid=ystenlive&owsid=1106497909461115566&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7AORAoVDZDWbFnJ0sXJEaRPL4aTeGJNlZwIkZROfGAKEC3iG4uOUkYNIdPRliCqBi8AjSQtKTBHB8b3LPXJcIA#http://ivi.bupt.edu.cn/hls/cctv6hd.m3u8#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&playtoken=ABCDEFGHIGK&programid=4200000199.m3u8#http://cdn-in.iqy.sc96655.com/tslive/c212_scc_20190618_f0vs0sva_original_r10/c212_scc_20190618_f0vs0sva_original_r10.m3u8#http://gslbserv.itv.cmvideo.cn:80/000000001000/6117099895556651277/1.m3u8?channel-id=ystenlive&Contentid=6117099895556651277&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6117099895556651277&owchid=ystenlive&owsid=7951969344460914262#http://cctvcnch5ca.v.wscdns.com/live/cctv6_2/10793.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-6/1.m3u8#P2p://sdgdklwos.finetv.tv:9906/59fd0e3f000097ce024c218614df21c6
CCTV7,https://cctvksh5ca.v.kcdnvip.com/clive/cctv7_2/index.m3u8?contentid=2820180516001#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000510003.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000510003.m3u8#http://119.167.204.72/tlivecloud-cdn.ysp.cctv.cn/001/2000510003.m3u8#http://ivi.bupt.edu.cn/hls/cctv7hd.m3u8#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&playtoken=ABCDEFGHIGK&programid=4200000169.m3u8#http://cdn-in.iqy.sc96655.com/tslive/c213_scc_20190618_dtnwkq23_original_r10/c213_scc_20190618_dtnwkq23_original_r10.m3u8#http://gslbserv.itv.cmvideo.cn:80/000000001000/7050628689018054317/1.m3u8?channel-id=ystenlive&Contentid=7050628689018054317&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=7050628689018054317&owchid=ystenlive&owsid=7951969344461071292#http://cctvcnch5ca.v.wscdns.com/live/cctv7_2/10793.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-7/1.m3u8#P2p://sdgdklwos.finetv.tv:9906/5acb8a7600095ba92c1f944804097dc9
CCTV8,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv8_2/index.m3u8?contentid=2820180516001#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000203903.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000203903.m3u8#http://119.167.204.72/tlivecloud-cdn.ysp.cctv.cn/001/2000203903.m3u8#http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn/000000001000/8845820895945979833/index.m3u8?channel-id=bestzb&Contentid=8845820895945979833&livemode=1&stbId=004003FF0011438253008422F158240C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=8845820895945979833&owchid=bestzb&owsid=4493204831455278961&AuthInfo=mCxVXpaN9Nw6BpCmnVXBQFPsjdITPlrhcX%2bV16yXuDdiZHdBrjHQVA36ERTRaTb7C1iXAjEexLeHDtzQCC4oj7sru8oW%2b%2bCohsBfuFdgPBWxd3vyCe%2fzyv5ewLzyAWQh#http://ivi.bupt.edu.cn/hls/cctv8hd.m3u8#http://cdn-in.iqy.sc96655.com/tslive/c211_scc_20190618_5dmwgabs_original_r10/c211_scc_20190618_5dmwgabs_original_r10.m3u8#http://gslbserv.itv.cmvideo.cn:80/000000001000/8871488051501921127/1.m3u8?channel-id=ystenlive&Contentid=8871488051501921127&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8871488051501921127&owchid=ystenlive&owsid=7951969344461083214#http://cctvcnch5ca.v.wscdns.com/live/cctv8_2/10793.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-8/1.m3u8#P2p://sdgdklwos.finetv.tv:9906/59fd1093000c4a7502553ca305e012c2
CCTV9,https://cctvksh5ca.v.kcdnvip.com/clive/cctvjilu_2/index.m3u8?contentid=2820180516001#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000499403.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000499403.m3u8#http://119.167.204.72/tlivecloud-cdn.ysp.cctv.cn/001/2000499403.m3u8#http://ivi.bupt.edu.cn/hls/cctv9hd.m3u8#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&playtoken=ABCDEFGHIGK&programid=4200000143.m3u8#http://cdn-in.iqy.sc96655.com/tslive/c211_scc_20190617_t0x01q5a_original_r10/cctv9hd_4000.m3u8#http://gslbserv.itv.cmvideo.cn:80/000000001000/6275371742726901431/1.m3u8?channel-id=ystenlive&Contentid=6275371742726901431&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6275371742726901431&owchid=ystenlive&owsid=7951969344461093397#http://cctvcnch5ca.v.wscdns.com/live/cctvjilu_2/10793.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-news/1.m3u8#P2p://sdgdklwos.finetv.tv:9906/59fd1067000d003a025490f21bc33bb5
CCTV10,https://cctvcnch5ca.v.wscdns.com/live/cctv10_2/index.m3u8?contentid=2820180516001#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000203503.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000203503.m3u8#http://119.167.204.72/tlivecloud-cdn.ysp.cctv.cn/001/2000203503.m3u8#http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn/000000001000/9092756522938817434/index.m3u8?channel-id=bestzb&Contentid=9092756522938817434&livemode=1&stbId=004003FF0029452831008422F155922C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=9092756522938817434&owchid=bestzb&owsid=4493204831455231193&AuthInfo=gcH3ssn3REG54mXPerWCi56XJ2Urs2SNIGZ7J0zskzvi8i3cj6671FT1ZAhLU6JQT9a3V5n9%2fymys6jXVSm7WvZDIeu%2f1lLHoO5qp40pjmytLJWpd9ZXTmmM59QP6yvU#http://ivi.bupt.edu.cn/hls/cctv10.m3u8#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&playtoken=ABCDEFGHIGK&programid=4200000170.m3u8#http://cdn-in.iqy.sc96655.com/tslive/c212_scc_20190618_bxdh5ymp_original_r10/c212_scc_20190618_bxdh5ymp_original_r10.m3u8#http://gslbserv.itv.cmvideo.cn:80/000000001000/7019587760656900133/1.m3u8?channel-id=ystenlive&Contentid=7019587760656900133&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=7019587760656900133&owchid=ystenlive&owsid=7951969344461108918#http://cctvcnch5ca.v.wscdns.com/live/cctv10_2/10793.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-10/1.m3u8#P2p://sdgdklwos.finetv.tv:9906/59fd1034000389c00253c74914c161cf
CCTV11,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv11_2/index.m3u8?contentid=2820180516001#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000204103.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000204103.m3u8#http://119.167.204.72/tlivecloud-cdn.ysp.cctv.cn/001/2000204103.m3u8#http://ivi.bupt.edu.cn/hls/cctv11.m3u8#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&playtoken=ABCDEFGHIGK&programid=4200000206.m3u8#http://cdn-in.iqy.sc96655.com/tslive/c213_scc_20190618_nohp5ial_original_r10/c213_scc_20190618_nohp5ial_original_r10.m3u8#http://gslbserv.itv.cmvideo.cn:80/000000001000/6351457414282570521/1.m3u8?channel-id=ystenlive&Contentid=6351457414282570521&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6351457414282570521&owchid=ystenlive&owsid=7951969344461118626#CCTV11,http://cctvcnch5ca.v.wscdns.com/live/cctv11_2/10793.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-11/1.m3u8#P2p://sdgdklwos.finetv.tv:9906/5acb87d30003c3982c1546197ab825c8
CCTV12,https://cctvalih5ca.v.myalicdn.com/live/cctv12_2/index.m3u8?contentid=2820180516001#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000202603.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000202603.m3u8#http://119.167.204.72/tlivecloud-cdn.ysp.cctv.cn/001/2000202603.m3u8#http://ivi.bupt.edu.cn/hls/cctv12hd.m3u8#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&playtoken=ABCDEFGHIGK&programid=4200000171.m3u8#http://cdn-in.iqy.sc96655.com/tslive/c214_scc_20190618_afsgxiaq_original_r10/c214_scc_20190618_afsgxiaq_original_r10.m3u8#http://gslbserv.itv.cmvideo.cn:80/000000001000/5325631075193490169/1.m3u8?channel-id=ystenlive&Contentid=5325631075193490169&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=5325631075193490169&owchid=ystenlive&owsid=7951969344461128324#http://cctvcnch5ca.v.wscdns.com/live/cctv12_2/10793.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-12/1.m3u8#P2p://sdgdklwos.finetv.tv:9906/59fd1014000e00ab02534cf91c075707
CCTV13,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv13_2/index.m3u8?contentid=2820180516001#http://140.249.30.111/tlivecloud-cdn.ysp.cctv.cn/001/2000204603.m3u8#http://111.0.27.30/tlivecloud-cdn.ysp.cctv.cn/001/2000204603.m3u8#http://119.167.204.72/tlivecloud-cdn.ysp.cctv.cn/001/2000204603.m3u8#http://ivi.bupt.edu.cn/hls/cctv13.m3u8#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&playtoken=ABCDEFGHIGK&programid=4200000020.m3u8#http://120.204.20.147/tlivecloud-cdn.ysp.cctv.cn/001/2000204603.m3u8#http://gslbserv.itv.cmvideo.cn:80/000000001000/6918130250570453526/1.m3u8?channel-id=ystenlive&Contentid=6918130250570453526&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6918130250570453526&owchid=ystenlive&owsid=7951969344461137026#http://cctvcnch5ca.v.wscdns.com/live/cctv13_2/10793.m3u8#http://121.31.30.91:8081/ysten-business/live/cctv-13/1.m3u8#P2p://sdgdklwos.finetv.tv:9906/59fd0ff30008c4570252cab91c8e2911
