央視頻道,#genre#
CCTV-17农业,http://39.134.66.66/PLTV/88888888/224/3221225708/index.m3u8
CCTV-4K超清,http://112.17.40.12/PLTV/88888888/224/3221226758/1.m3u8
衛視頻道,#genre#
湖南卫视,http://39.134.168.91/PLTV/1/224/3221225518/index.m3u8
湖南卫视,http://39.134.168.91/PLTV/1/224/3221225516/index.m3u8
东方卫视,http://39.134.168.91/PLTV/1/224/3221225504/index.m3u8
东方卫视,http://39.134.168.91/PLTV/1/224/3221225506/index.m3u8
浙江卫视,http://39.134.168.91/PLTV/1/224/3221225520/index.m3u8
浙江卫视,http://39.134.168.91/PLTV/1/224/3221225522/index.m3u8
江苏卫视,http://39.134.168.91/PLTV/1/224/3221225512/index.m3u8
江苏卫视,http://39.134.168.91/PLTV/1/224/3221225514/index.m3u8
安徽卫视,http://39.134.168.91/PLTV/1/224/3221225548/index.m3u8
北京卫视,http://39.134.168.91/PLTV/1/224/3221225524/index.m3u8
北京卫视,http://39.134.168.91/PLTV/1/224/3221225526/index.m3u8
深圳卫视,http://39.134.168.91/PLTV/1/224/3221225532/index.m3u8
深圳卫视,http://39.134.168.91/PLTV/1/224/3221225534/index.m3u8
天津卫视,http://39.134.168.91/PLTV/1/224/3221225594/index.m3u8
兵团卫视,http://39.134.168.91/PLTV/1/224/3221225634/index.m3u8
东南卫视,http://39.134.168.91/PLTV/1/224/3221225580/index.m3u8
广东卫视,http://39.134.168.91/PLTV/1/224/3221225528/index.m3u8
广东卫视,http://39.134.168.91/PLTV/1/224/3221225530/index.m3u8
湖北卫视,http://39.134.168.91/PLTV/1/224/3221225544/index.m3u8
湖北卫视,http://39.134.168.91/PLTV/1/224/3221225546/index.m3u8
江西卫视,http://39.134.168.91/PLTV/1/224/3221225588/index.m3u8
辽宁卫视,http://39.134.168.91/PLTV/1/224/3221225590/index.m3u8
山东卫视,http://39.134.168.91/PLTV/1/224/3221225540/index.m3u8
山东卫视,http://39.134.168.91/PLTV/1/224/3221225542/index.m3u8
重庆卫视,http://39.134.168.91/PLTV/1/224/3221225576/index.m3u8
龙江卫视,http://39.134.168.91/PLTV/1/224/3221225536/index.m3u8
龙江卫视,http://39.134.168.91/PLTV/1/224/3221225538/index.m3u8
河南卫视,http://39.134.168.91/PLTV/1/224/3221225584/index.m3u8
甘肃卫视,http://39.134.168.91/PLTV/1/224/3221225636/index.m3u8
广西卫视,http://39.134.168.91/PLTV/1/224/3221225598/index.m3u8
贵州卫视 ,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=41&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
河北卫视,http://39.134.168.91/PLTV/1/224/3221225624/index.m3u8
吉林卫视,http://39.134.168.91/PLTV/1/224/3221225586/index.m3u8
山西卫视,http://39.134.168.91/PLTV/1/224/3221225646/index.m3u8
陕西卫视,http://39.134.168.91/PLTV/1/224/3221225628/index.m3u8
厦门卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226781/1.m3u8
厦门卫视,http://39.134.168.91/PLTV/1/224/3221225640/index.m3u8
四川卫视,http://39.134.168.91/PLTV/1/224/3221225592/index.m3u8
云南卫视,http://39.134.168.91/PLTV/1/224/3221225632/index.m3u8
海南卫视,http://39.134.168.91/PLTV/1/224/3221225620/index.m3u8
宁夏卫视,http://39.134.168.91/PLTV/1/224/3221225638/index.m3u8
青海卫视,http://39.134.168.91/PLTV/1/224/3221225622/index.m3u8
内蒙卫视,http://39.134.168.91/PLTV/1/224/3221225626/index.m3u8
西藏卫视,http://39.134.168.91/PLTV/1/224/3221225648/index.m3u8
新疆卫视,http://223.110.247.161:6610/gitv/live1/G_XINJIANG/G_XINJIANG
新疆卫视,http://101.71.255.229:6610/zjhs/2/10050/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
港澳台,#genre#
翡翠台,http://162.245.218.221/UBlive.php?id=429
翡翠台1,http://162.245.218.221/UBlive.php?id=390
翡翠台2,http://162.245.218.221/UBlive.php?id=1084
明珠台,http://162.245.218.221/UBlive.php?id=391
J2,http://162.245.218.221/UBlive.php?id=392
香港开电视,http://162.245.218.221/UBlive.php?id=17
RTHK31,http://162.245.218.221/UBlive.php?id=353
RTHK32,http://162.245.218.221/UBlive.php?id=397
有线娱乐,http://162.245.218.221/UBlive.php?id=360
有线体育2,http://162.245.218.221/UBlive.php?id=356
无线财经,http://162.245.218.221/UBlive.php?id=393
无线新闻,http://162.245.218.221/UBlive.php?id=394
有线新闻,http://162.245.218.221/UBlive.php?id=395
无线新闻,http://162.245.218.221/UBlive.php?id=45
ViUtv,http://162.245.218.221/UBlive.php?id=72
星卫娱乐台,http://162.245.218.221/UBlive.php?id=89
卫视电影,http://162.245.218.221/UBlive.php?id=93
星卫电影,http://162.245.218.221/UBlive.php?id=496
影迷数位电影,http://162.245.218.221/UBlive.php?id=497
有线电影,http://162.245.218.221/UBlive.php?id=354
凤凰资讯,http://162.245.218.221/UBlive.php?id=1080
凤凰电影,http://162.245.218.221/UBlive.php?id=18
凤凰电影,http://162.245.218.221/UBlive.php?id=19
凤凰资讯,http://162.245.218.221/UBlive.php?id=21
凤凰中文,http://162.245.218.221/UBlive.php?id=357
凤凰香港,http://162.245.218.221/UBlive.php?id=358
凤凰资讯,http://162.245.218.221/UBlive.php?id=359
香港卫视,http://162.245.218.221/UBlive.php?id=399
美亚电影,http://162.245.218.221/UBlive.php?id=375
NOW新闻,http://162.245.218.221/UBlive.php?id=396
NOW直播,http://162.245.218.221/UBlive.php?id=400
有线体育1,http://162.245.218.221/UBlive.php?id=401
新时代温哥华,http://162.245.218.221/UBlive.php?id=1032
新时代多伦多2,http://162.245.218.221/UBlive.php?id=1033
TVB星河,http://162.245.218.221/UBlive.php?id=1079
卫视卡式台,http://162.245.218.221/UBlive.php?id=1085
18台,http://162.245.218.221/UBlive.php?id=44
澳门莲花,http://162.245.218.221/UBlive.php?id=70
澳视葡语,http://162.245.218.221/UBlive.php?id=24
澳门卫星,http://162.245.218.221/UBlive.php?id=29
猪哥亮歌厅秀,http://162.245.218.221/UBlive.php?id=75
台视,http://162.245.218.221/UBlive.php?id=27
台视,http://162.245.218.221/UBlive.php?id=326
台视新闻,http://162.245.218.221/UBlive.php?id=1
台视综合,http://162.245.218.221/UBlive.php?id=309
台视财经,http://162.245.218.221/UBlive.php?id=300
民视,http://162.245.218.221/UBlive.php?id=26
民视,http://162.245.218.221/UBlive.php?id=336
民视新闻台,http://162.245.218.221/UBlive.php?id=13
民视综艺,http://162.245.218.221/UBlive.php?id=98
民视第一台,http://162.245.218.221/UBlive.php?id=34
民视台湾台,http://162.245.218.221/UBlive.php?id=36
民视影剧,http://162.245.218.221/UBlive.php?id=1023
民视旅游,http://162.245.218.221/UBlive.php?id=78
华视,http://162.245.218.221/UBlive.php?id=32
华视,http://162.245.218.221/UBlive.php?id=327
华视资讯,http://162.245.218.221/UBlive.php?id=6
华纳电影,http://162.245.218.221/UBlive.php?id=83
华艺综合台,http://162.245.218.221/UBlive.php?id=310
中视,http://162.245.218.221/UBlive.php?id=333
中视经典,http://162.245.218.221/UBlive.php?id=185
中视新闻,http://162.245.218.221/UBlive.php?id=7
中视新闻,http://162.245.218.221/UBlive.php?id=28
中视菁采,http://162.245.218.221/UBlive.php?id=74
中天新闻,http://162.245.218.221/UBlive.php?id=3
中天综合,http://162.245.218.221/UBlive.php?id=54
中天娱乐,http://162.245.218.221/UBlive.php?id=324
中天综合,http://162.245.218.221/UBlive.php?id=325
中天亚洲台,http://162.245.218.221/UBlive.php?id=322
公视,http://162.245.218.221/UBlive.php?id=86
公视,http://162.245.218.221/UBlive.php?id=59
公视,http://162.245.218.221/UBlive.php?id=361
公视戏剧,http://162.245.218.221/UBlive.php?id=69
八大精彩台,http://162.245.218.221/UBlive.php?id=1024
八大综合台,http://162.245.218.221/UBlive.php?id=90
八大戏剧台,http://162.245.218.221/UBlive.php?id=81
东森幼幼,http://162.245.218.221/UBlive.php?id=371
东森综合台,http://162.245.218.221/UBlive.php?id=372
龙祥时代,http://162.245.218.221/UBlive.php?id=373
东森新闻,http://162.245.218.221/UBlive.php?id=9
东森新闻,http://162.245.218.221/UBlive.php?id=12
东森戏剧,http://162.245.218.221/UBlive.php?id=321
东森电影,http://162.245.218.221/UBlive.php?id=350
东森洋片,http://162.245.218.221/UBlive.php?id=1128
东森购物1,http://162.245.218.221/UBlive.php?id=1155
东森购物2,http://162.245.218.221/UBlive.php?id=1156
龙华经典,http://162.245.218.221/UBlive.php?id=364
龙华戏剧,http://162.245.218.221/UBlive.php?id=365
龙华动画,http://162.245.218.221/UBlive.php?id=366
龙华电影,http://162.245.218.221/UBlive.php?id=311
龙华经典,http://162.245.218.221/UBlive.php?id=100
龙华偶像,http://162.245.218.221/UBlive.php?id=347
龙华日韩,http://162.245.218.221/UBlive.php?id=382
纬来日本,http://162.245.218.221/UBlive.php?id=46
纬来日本,http://162.245.218.221/UBlive.php?id=337
纬来体育,http://162.245.218.221/UBlive.php?id=52
纬来电影,http://162.245.218.221/UBlive.php?id=96
纬来体育,http://162.245.218.221/UBlive.php?id=118
纬来育乐,http://162.245.218.221/UBlive.php?id=312
靖天育乐台,http://162.245.218.221/UBlive.php?id=1029
靖天卡通台,http://162.245.218.221/UBlive.php?id=344
靖天国际台,http://162.245.218.221/UBlive.php?id=345
靖洋卡通台,http://162.245.218.221/UBlive.php?id=348
靖天映画,http://162.245.218.221/UBlive.php?id=349
靖洋戏剧台,http://162.245.218.221/UBlive.php?id=319
靖天综合台,http://162.245.218.221/UBlive.php?id=308
靖天日本台,http://162.245.218.221/UBlive.php?id=108
靖天戏剧台,http://162.245.218.221/UBlive.php?id=109
靖天电影台,http://162.245.218.221/UBlive.php?id=110
靖天资讯台,http://162.245.218.221/UBlive.php?id=49
靖天欢乐台,http://162.245.218.221/UBlive.php?id=51
TVBS,http://162.245.218.221/UBlive.php?id=16
TVBS,http://162.245.218.221/UBlive.php?id=88
TVBS欢乐台,http://162.245.218.221/UBlive.php?id=40
TVBS精采台,http://162.245.218.221/UBlive.php?id=66
三立LIVE新闻,http://162.245.218.221/UBlive.php?id=4
三立台湾台,http://162.245.218.221/UBlive.php?id=35
三立都会台,http://162.245.218.221/UBlive.php?id=38
三立戏剧台,http://162.245.218.221/UBlive.php?id=64
寰宇综合,http://162.245.218.221/UBlive.php?id=190
寰宇新闻台,http://162.245.218.221/UBlive.php?id=304
寰宇新闻台湾台,http://162.245.218.221/UBlive.php?id=87
寰宇财经台,http://162.245.218.221/UBlive.php?id=320
壹综合,http://162.245.218.221/UBlive.php?id=305
壹新闻,http://162.245.218.221/UBlive.php?id=303
YouTube健康2.0,http://162.245.218.221/UBlive.php?id=2
JET综合,http://162.245.218.221/UBlive.php?id=41
好莱坞电影,http://162.245.218.221/UBlive.php?id=37
天映经典,http://162.245.218.221/UBlive.php?id=328
SET iNEWS,http://162.245.218.221/UBlive.php?id=8
幸福空间居家,http://162.245.218.221/UBlive.php?id=61
采昌影剧,http://162.245.218.221/UBlive.php?id=62
国兴卫视,http://162.245.218.221/UBlive.php?id=65
希望电视,http://162.245.218.221/UBlive.php?id=67
达文西频道,http://162.245.218.221/UBlive.php?id=68
时尚运动X,http://162.245.218.221/UBlive.php?id=71
韩国娱乐,http://162.245.218.221/UBlive.php?id=73
HakkqTV,http://162.245.218.221/UBlive.php?id=76
亚洲旅游,http://162.245.218.221/UBlive.php?id=77
卫视体育,http://162.245.218.221/UBlive.php?id=79
智林体育,http://162.245.218.221/UBlive.php?id=82
CinemaWorld,http://162.245.218.221/UBlive.php?id=84
爆笑频道,http://162.245.218.221/UBlive.php?id=85
AXN最爱电影,http://162.245.218.221/UBlive.php?id=92
世新综合5,http://162.245.218.221/UBlive.php?id=95
高点综合,http://162.245.218.221/UBlive.php?id=99
人間衛視,http://162.245.218.221/UBlive.php?id=101
好消息TV,http://162.245.218.221/UBlive.php?id=104
国兴卫视,http://162.245.218.221/UBlive.php?id=105
博斯魅力,http://162.245.218.221/UBlive.php?id=175
大爱,http://162.245.218.221/UBlive.php?id=184
金光布袋戲,http://162.245.218.221/UBlive.php?id=1060
第1商业,http://162.245.218.221/UBlive.php?id=186
EYE戏剧,http://162.245.218.221/UBlive.php?id=191
Nick儿童,http://162.245.218.221/UBlive.php?id=50
Boomerang,http://162.245.218.221/UBlive.php?id=57
AFN,http://162.245.218.221/UBlive.php?id=195
中文字Smithsonian,http://162.245.218.221/UBlive.php?id=291
中文字FoodNetwork,http://162.245.218.221/UBlive.php?id=294
Eleven 体育2,http://162.245.218.221/UBlive.php?id=301
国家地理,http://162.245.218.221/UBlive.php?id=302
非凡商业,http://162.245.218.221/UBlive.php?id=187
年代新闻,http://162.245.218.221/UBlive.php?id=236
探索亚洲,http://162.245.218.221/UBlive.php?id=306
探索频道,http://162.245.218.221/UBlive.php?id=1035
国家野生,http://162.245.218.221/UBlive.php?id=1038
AFN,http://162.245.218.221/UBlive.php?id=307
空中英语教,http://162.245.218.221/UBlive.php?id=313
非凡新闻,http://162.245.218.221/UBlive.php?id=314
立综合台,http://162.245.218.221/UBlive.php?id=315
曼迪日本台,http://162.245.218.221/UBlive.php?id=316
中华财经台,http://162.245.218.221/UBlive.php?id=317
生活英语台,http://162.245.218.221/UBlive.php?id=323
探索科学,http://162.245.218.221/UBlive.php?id=343
ELTA娱乐,http://162.245.218.221/UBlive.php?id=351
CATCHPLAY电影台,http://162.245.218.221/UBlive.php?id=362
好消息2,http://162.245.218.221/UBlive.php?id=363
卫视西片,http://162.245.218.221/UBlive.php?id=369
Love Nature,http://162.245.218.221/UBlive.php?id=388
TV5MONDE STYLE,http://162.245.218.221/UBlive.php?id=389
ELTA影剧,http://162.245.218.221/UBlive.php?id=500
CLASSICA 古典乐,http://162.245.218.221/UBlive.php?id=1027
ELTA综合,http://162.245.218.221/UBlive.php?id=1137
MOMO親子台,http://162.245.218.221/UBlive.php?id=1149
CN卡通频道,http://162.245.218.221/UBlive.php?id=107
爱放,http://162.245.218.221/UBlive.php?id=1127
爱放2,http://162.245.218.221/UBlive.php?id=299
愛放3,http://162.245.218.221/UBlive.php?id=259
唯心電視,http://162.245.218.221/UBlive.php?id=1150
光影歐洲,http://162.245.218.221/UBlive.php?id=1157
History 2,http://162.245.218.221/UBlive.php?id=1158
CI罪案偵查,http://162.245.218.221/UBlive.php?id=1159
AXN亞洲,http://162.245.218.221/UBlive.php?id=1066
MOMO亲子,http://162.245.218.221/UBlive.php?id=1126
Z频道,http://162.245.218.221/UBlive.php?id=1130
Cartoon,http://162.245.218.221/UBlive.php?id=48
FOX 体育1,http://162.245.218.221/UBlive.php?id=1131
FOX 体育2,http://162.245.218.221/UBlive.php?id=1132
FOX,http://162.245.218.221/UBlive.php?id=384
FOX ACTION,http://162.245.218.221/UBlive.php?id=385
FOX CRIME,http://162.245.218.221/UBlive.php?id=386
Eleven 体育1,http://162.245.218.221/UBlive.php?id=1133
TRACE体育Stars,http://162.245.218.221/UBlive.php?id=1037
动物星球1,http://162.245.218.221/UBlive.php?id=367
动物星球2,http://162.245.218.221/UBlive.php?id=368
博斯高球1,http://162.245.218.221/UBlive.php?id=377
博斯无限,http://162.245.218.221/UBlive.php?id=381
博斯无限2,http://162.245.218.221/UBlive.php?id=426
博斯高球2,http://162.245.218.221/UBlive.php?id=378
博斯运动1,http://162.245.218.221/UBlive.php?id=379
博斯运动2,http://162.245.218.221/UBlive.php?id=380
博斯网球,http://162.245.218.221/UBlive.php?id=498
ELTA体育1台,http://162.245.218.221/UBlive.php?id=192
ELTA体育2台,http://162.245.218.221/UBlive.php?id=193
ELTA体育3台,http://162.245.218.221/UBlive.php?id=194
新马台,#genre#
新马-双星,http://162.245.218.221/UBlive.php?id=1086
新马CERIA,http://162.245.218.221/UBlive.php?id=1161
新马AOD351,http://162.245.218.221/UBlive.php?id=1162
新马AOD352,http://162.245.218.221/UBlive.php?id=1163
新马AOD353,http://162.245.218.221/UBlive.php?id=1164
新马AOD354,http://162.245.218.221/UBlive.php?id=1165
新马AOD355,http://162.245.218.221/UBlive.php?id=1166
新马WWE,http://162.245.218.221/UBlive.php?id=1167
新马EGG,http://162.245.218.221/UBlive.php?id=1168
新马OKTO,http://162.245.218.221/UBlive.php?id=1169
新马TVN,http://162.245.218.221/UBlive.php?id=1170
新马BNC,http://162.245.218.221/UBlive.php?id=1171
新马Arena,http://162.245.218.221/UBlive.php?id=1172
新马CRICKET,http://162.245.218.221/UBlive.php?id=1173
新马IKIM TV,http://162.245.218.221/UBlive.php?id=1147
新马AOD353,http://162.245.218.221/UBlive.php?id=1067
新马AOD354,http://162.245.218.221/UBlive.php?id=1068
新马AOD355,http://162.245.218.221/UBlive.php?id=1069
新马ASSP1_,http://162.245.218.221/UBlive.php?id=1070
新马ASSP2_,http://162.245.218.221/UBlive.php?id=1071
新马ASSP3_,http://162.245.218.221/UBlive.php?id=1072
新马AEC,http://162.245.218.221/UBlive.php?id=1073
新马ASSP4,http://162.245.218.221/UBlive.php?id=1074
新马OKEY,http://162.245.218.221/UBlive.php?id=1075
新马Suria,http://162.245.218.221/UBlive.php?id=1076
新马Channel U,http://162.245.218.221/UBlive.php?id=1077
新马Vasantham,http://162.245.218.221/UBlive.php?id=1078
新马AXN,http://162.245.218.221/UBlive.php?id=1044
新马BNC,http://162.245.218.221/UBlive.php?id=1045
新马ARENA,http://162.245.218.221/UBlive.php?id=1049
新马AOD351,http://162.245.218.221/UBlive.php?id=1050
新马-全佳,http://162.245.218.221/UBlive.php?id=427
新马-AOD,http://162.245.218.221/UBlive.php?id=428
新马-双星,http://162.245.218.221/UBlive.php?id=431
新马-欢喜台,http://162.245.218.221/UBlive.php?id=432
新马Astro AEC,http://162.245.218.221/UBlive.php?id=433
新马Astro suria,http://162.245.218.221/UBlive.php?id=434
新马TV1,http://162.245.218.221/UBlive.php?id=435
新马TV2,http://162.245.218.221/UBlive.php?id=436
新马TV3,http://162.245.218.221/UBlive.php?id=437
新马TV9,http://162.245.218.221/UBlive.php?id=438
新马NTV7 Awani,http://162.245.218.221/UBlive.php?id=439
新马Astro Awani,http://162.245.218.221/UBlive.php?id=440
新马-天映,http://162.245.218.221/UBlive.php?id=441
新马TV8,http://162.245.218.221/UBlive.php?id=442
新马AOD352,http://162.245.218.221/UBlive.php?id=450
新马Channel5,http://162.245.218.221/UBlive.php?id=141
新马Channel8,http://162.245.218.221/UBlive.php?id=142
新马AWANI,http://162.245.218.221/UBlive.php?id=1151
Disney j,http://162.245.218.221/UBlive.php?id=47
Disneyxd,http://162.245.218.221/UBlive.php?id=31
Nickj,http://162.245.218.221/UBlive.php?id=53
Nickelodeon europe,http://162.245.218.221/UBlive.php?id=56
BabyFirst,http://162.245.218.221/UBlive.php?id=173
BBC CBeebies,http://162.245.218.221/UBlive.php?id=115
Babylu,http://162.245.218.221/UBlive.php?id=1129
国外5,http://162.245.218.221/UBlive.php?id=5
皇马足球,http://162.245.218.221/UBlive.php?id=20
VOA衛視,http://162.245.218.221/UBlive.php?id=22
Animax,http://162.245.218.221/UBlive.php?id=60
Travel Channel,http://162.245.218.221/UBlive.php?id=63
cnex,http://162.245.218.221/UBlive.php?id=91
M2O音乐,http://162.245.218.221/UBlive.php?id=94
BBC earth,http://162.245.218.221/UBlive.php?id=97
BLVE ANT EXTREME,http://162.245.218.221/UBlive.php?id=103
音樂-MTV Live,http://162.245.218.221/UBlive.php?id=106
LUXE.TV,http://162.245.218.221/UBlive.php?id=112
Fashion One,http://162.245.218.221/UBlive.php?id=113
History,http://162.245.218.221/UBlive.php?id=116
英國-BBC 1,http://162.245.218.221/UBlive.php?id=158
英國-BBC Parliament,http://162.245.218.221/UBlive.php?id=159
英國-BBC Entertainment,http://162.245.218.221/UBlive.php?id=160
英國-BBC Alba,http://162.245.218.221/UBlive.php?id=161
英國-BBC Parliament,http://162.245.218.221/UBlive.php?id=162
公众号盒子软件汇,http://162.245.218.221/UBlive.php?id=163
英國-BBC News,http://162.245.218.221/UBlive.php?id=164
英国-BBC 2,http://162.245.218.221/UBlive.php?id=157
BT Sport 1,http://162.245.218.221/UBlive.php?id=165
BT Sport 2,http://162.245.218.221/UBlive.php?id=166
BT Sport 3,http://162.245.218.221/UBlive.php?id=167
BT Sport ESPN,http://162.245.218.221/UBlive.php?id=168
英国-Channel 4,http://162.245.218.221/UBlive.php?id=169
ESPN-U,http://162.245.218.221/UBlive.php?id=170
Sky Sport 2,http://162.245.218.221/UBlive.php?id=171
Sky Sports 1,http://162.245.218.221/UBlive.php?id=172
車迷TV,http://162.245.218.221/UBlive.php?id=352
VIUTV6,http://162.245.218.221/UBlive.php?id=176
体育MainEvent,http://162.245.218.221/UBlive.php?id=177
Sky Sports Action,http://162.245.218.221/UBlive.php?id=178
Sky Sports Cricket,http://162.245.218.221/UBlive.php?id=179
Sky Sports Golf,http://162.245.218.221/UBlive.php?id=180
Sky Sports PremierLeague,http://162.245.218.221/UBlive.php?id=181
Sky Sports,http://162.245.218.221/UBlive.php?id=182
Sky Sport 3,http://162.245.218.221/UBlive.php?id=183
Medici Arts,http://162.245.218.221/UBlive.php?id=188
Bloomberg Europe,http://162.245.218.221/UBlive.php?id=370
VTV4,http://162.245.218.221/UBlive.php?id=341
FOX Sport 3,http://162.245.218.221/UBlive.php?id=376
FOX Family,http://162.245.218.221/UBlive.php?id=383
CW LIVE,http://162.245.218.221/UBlive.php?id=420
BBC world news,http://162.245.218.221/UBlive.php?id=421
BBC lifestyle,http://162.245.218.221/UBlive.php?id=424
Ginx csrortstv,http://162.245.218.221/UBlive.php?id=425
探索EVE,http://162.245.218.221/UBlive.php?id=1036
體育-WWE,http://162.245.218.221/UBlive.php?id=1081
FOX WILD CARA,http://162.245.218.221/UBlive.php?id=1083
印尼-Karaoke,http://162.245.218.221/UBlive.php?id=1141
印尼-Jakarta Globe,http://162.245.218.221/UBlive.php?id=1142
印尼-InsanTV,http://162.245.218.221/UBlive.php?id=1143
印尼-CNN Indonesia,http://162.245.218.221/UBlive.php?id=1145
印尼-MetroTV,http://162.245.218.221/UBlive.php?id=1124
DW德国之聲,http://162.245.218.221/UBlive.php?id=1059
美国台,#genre#
VOA美国之音,http://162.245.218.221/UBlive.php?id=495
美国5 Star Max,http://162.245.218.221/UBlive.php?id=1174
美国Action Max,http://162.245.218.221/UBlive.php?id=1175
